Puzzle,Solution Count,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
7.152.....5...47..6.3..1..8.25..7.....8.4....41.........7.831.6...6.........72...,1,26,55,0,0,0,0,0,0,0,Simple,
..71.....3.....65....9.....6..45.7..4...9..8......8.949.63...4..1...6.....5.1....,1,24,33,20,5,1,4,1,4,12,Expert,
...84.1.5..9....6.5....12....465......5...3..1.2..3.................452..8632....,1,24,25,31,2,0,0,0,1,0,Expert,
4...8.53.8...4...1..3.......1...6....87..319.6..7.....5.9.783.......1.6..7.....5.,1,26,46,9,0,0,0,0,0,0,Easy,
6.....4.1....35.79...1...8.35.8..6........5.7.7.3..........3..........944..578.6.,1,25,48,8,4,0,1,0,0,0,Intermediate,
.1..9.7...3.8..6.1..91.7.2.4.....9..2.3..............81...8....9..361.7..6.92....,1,26,37,17,2,2,1,0,1,2,Expert,
.2...1...1...86.92..93..4.....42.9..7......8.6....91.4..1..8.......9..2.......6.3,1,25,31,24,1,1,2,0,1,2,Expert,
.962.38........5...1.95....4.8.....9.3........29........2.4.....4..9..18..5.6..43,1,25,49,7,0,0,0,0,0,0,Easy,
84...1.59.6.38....3.....6..2......9...6..91..19....8.....6.4..2..48..5.3......4..,1,26,46,8,1,0,0,1,1,2,Expert,
5.....8..........1.9.2.....9.3....7..1..9...6..68.7..5..7..215..8.9....7...3..2..,1,24,50,7,0,0,0,0,0,0,Easy,
....1....1.....8.2..8.....7..4.9..1....2.....3.7...9...8697......2..6..8..948.7.3,1,25,42,14,0,0,0,0,0,0,Easy,
.39.....2..2.1674.1....29......3....35.....9...........7.4...35.2..6..7....1.56..,1,25,48,8,0,0,0,0,0,0,Easy,
.9.7.61....7.21...1....4.3......3.8....29..74...4....6........3.89...7622......4.,1,26,45,9,1,0,2,2,1,2,Expert,
.73.............26.....815..5.....3...6........8...6.4.4..31...7...852..5..74.3.8,1,25,54,2,0,0,0,0,0,0,Easy,
35...1...841.............9..85.96.1....1.3.6......54...6..1.7..47...........6..83,1,25,38,18,3,0,0,0,0,0,Intermediate,
..14.256...536.47..............4...6.6....814......23..4..26..5....3.1...13.8..2.,1,28,42,11,4,0,0,0,0,0,Intermediate,
.......9.......1...9...13....2...9.......67..4.79..62....5.9..32...4...1..37..24.,1,24,54,3,0,0,0,0,0,0,Easy,
5....61.4.1...2...6...7.52.7.....6...5.......3..1.54..1..2....5.29.........3.7...,1,24,35,22,2,0,0,0,0,0,Intermediate,
......5.6.6..3...9......1..5..9...6.4..6....8.2...3.9..1..6.....96..2..3.3.8.4...,1,24,38,19,0,0,0,0,0,0,Easy,
9..82.3.1....96...4..3.........89.....31..2.4......5.914.652...3...1....2....86..,1,27,40,14,2,0,2,0,0,0,Intermediate,
...7.4.9.9..1.....65...34.......58......7.34....93..17.....9...8..6....5...51.68.,1,26,43,12,0,0,0,0,0,0,Easy,
.5......9..1.......9.....2..1...589.....3.5......87..152.8...1.3.4.....5...2..78.,1,24,40,17,2,0,0,0,0,0,Intermediate,
...58...1.......4....3.6..76.174...52...1.....7........38.2....4..1...7.12.43..8.,1,26,40,15,0,0,2,0,0,0,Intermediate,
...8..4.34...1.6.98....3.7..4.93.7.8....27......1....476.......1......2..39.....7,1,26,40,11,1,2,2,2,4,4,Expert,
2..13..4.3....7.18.94.........8.4..3..2....6193..7.......3........2.8..6..8..9...,1,25,41,15,0,0,0,0,0,0,Easy,
.74.....5....5......6....2....6297...8....25.........49..8.......5.72..68.14.6..7,1,25,35,21,1,0,3,0,0,0,Intermediate,
.5....6..8.......99..3..7..691..45...4..3....7..5......8.9.3..6..561.8......7..4.,1,26,41,13,0,0,1,0,1,2,Expert,
4.31..25.....461.9...3.5.......3.8..13956.4..2......1..........9.4.......5.8.3...,1,26,44,11,3,0,0,0,0,0,Intermediate,
.......1..4....5327.....4.....9...2......51...1...3.9.9...1.7...51..2..6..3.5..4.,1,24,46,11,0,0,0,0,0,0,Easy,
2.59..46...3.............12..4....73.....71.5........464.2....1...7.69..7.9.5..3.,1,26,55,0,0,0,0,0,0,0,Simple,
...71.6..5.43..1.216..24...4..8.6..3..8.7..64.23.4...8.......5.3..1.2............,1,28,43,10,0,0,0,0,0,0,Easy,
32.4..9.6.....24.8..81...234.3.....1....3.7..2......4.981....6....8...39.........,1,26,43,11,2,1,2,0,1,2,Expert,
....7..8..7.43......9.8..52........6.....6.9........3..3..54.7.6..39...55..7..32.,1,25,36,20,0,0,0,0,0,0,Easy,
..2...3.....84..7..83...6.5.95......6......2.3.....5.44..........7..6.8.9..42..5.,1,24,36,21,0,0,0,0,0,0,Easy,
.4.3679......8.....6......2.56..2......6.95.7..3......8.....64..7...5....2.9.....,1,23,39,19,0,0,1,0,0,0,Intermediate,
...96......4....2...9825...3.27...4.7....8.......5........8.3..4.72...5..68..74..,1,25,37,18,5,0,1,1,1,0,Expert,
.5..498..3...5.1.44...21..9.1........4..6.5......82...8......62.3.......1.2.36...,1,26,36,18,2,0,2,0,1,0,Expert,
.......8...71..9.6...7....394....1.7..5....6.......5...7.9.46...16.5.49...4..3..5,1,26,53,1,1,0,0,0,1,6,Expert,
..6.......315..7.87...1...9..5..98.1..318.9.2...3....5..7..32...8............7.1.,1,26,37,16,1,0,2,1,2,4,Expert,
4..9.32.65...4......7..2.......7.165...2.5..3......79..6..37...1...2.......6..319,1,27,38,13,3,0,0,0,3,10,Expert,
...7..8.4.1.3...6.2...8.7...6.....38.....21.7.3......9..62.1.........2..8......41,1,24,38,19,0,0,0,0,0,0,Easy,
..831....35.9.......1........3.6.1.....8..........17.5..712.86..8......1.6...92.7,1,25,45,11,0,0,0,0,0,0,Easy,
....51..8.752...4..1.7.......24.7.....4.13.5.........6..7...9...3.6.4..74......21,1,26,38,16,2,0,1,1,1,0,Expert,
..36..7854..7.8.3....1..4...1.......63.8.2....47...85..........8.6..7...........6,1,24,45,12,0,0,4,0,0,0,Intermediate,
7.6.5...835.9...........3.....7.8.6.59..1..27...2..8..9..5.2...2....9....3......6,1,25,38,18,0,0,0,0,0,0,Easy,
.94...3........1....6.....2....2..9.52.4.1........3.....51..2.48...329...13.6.8.5,1,26,44,11,0,0,3,0,0,0,Intermediate,
82.....6..1..2.8.4..7.....1.....5...2.....7....6......7.3..6.5..8..3762....5...7.,1,24,36,21,2,0,1,0,0,0,Intermediate,
...3...4..........8..5...3..45..2.8...9.......2..4.5...5.1.8.23.63...89..9..2.4..,1,25,36,20,0,0,0,0,0,0,Easy,
..12...36582...1..7.3....8....39..65.5.....7......68..3....9...9..7.2.....8....1.,1,26,43,10,2,1,3,1,2,0,Expert,
36.9.8........1....58....2.....3...9....4.5.......92.66.3.......8.5....42.....1.3,1,23,44,14,0,0,0,0,0,0,Easy,
.3.1..7.2.......6......4....1.64..7.4.2...5..8.......32...7.3.1.8.35.........8..6,1,24,42,15,0,0,0,0,0,0,Easy,
......45......9......16...36..3.52...7..4.9...5...6.71..........9.4.3.1..3....524,1,25,46,10,1,0,2,0,0,0,Intermediate,
.4......1..3...8.5.1...8.2........9.26.3........2.9...598...1......1......1.43.6.,1,23,43,15,0,0,0,0,0,0,Easy,
...........21..6....7..6.53.......7.....25.4174.......46...8.2..15.7..8....6.1...,1,24,37,18,2,0,3,0,2,2,Expert,
....1...6....7..8......9...8.9.4..676.......1.1....4..5.4.3......1.6.75...8.943..,1,25,51,5,0,0,0,0,0,0,Easy,
.9..5..1.3..6..7..1...94.359.........7..61....3...5...4.5...6.9.6......7.......58,1,25,38,18,0,0,0,0,0,0,Easy,
5..4..2...7.52......2..19...9.6...8..4..8............775.1....8.298......6125..4.,1,27,39,13,0,1,2,0,2,2,Expert,
6......4.................69.5...7..69.4..87..76.....5...9.8342..3.49...54...2.6..,1,26,50,5,0,0,0,0,0,0,Easy,
.61.5..7....3.....4.72...1.......3....2.4..6..5..29.......6..9....7..2..69.....4.,1,23,41,17,0,0,0,0,0,0,Easy,
..3.....4.47.6...11......5.62.3..8...58...........47...865.....2......4.4..1.2.38,1,26,42,12,2,1,3,3,1,2,Expert,
..2...5.4..7...21..........8...19..7.2..56.....92.48..9....7.5..6....7.......24.1,1,25,51,5,1,0,0,0,0,0,Intermediate,
......1.6..1..948.7.............4.3.8..921...4.9......3....2.4...2.167..18....29.,1,26,47,8,1,0,0,0,0,0,Intermediate,
..5.....7.4..57..97.....18.....21...3.4.8.5....9.......9..3....8...4.7......729.3,1,25,40,16,2,0,0,0,0,0,Intermediate,
.2.79....9.716...3...8....2.764.....4.39..6..2...7.....69..43.131.....2..........,1,27,39,15,0,0,0,0,0,0,Easy,
.2....7...6.....21....13.....1.....8.7.53....9.5..7...3.98.....75..2.1..6....5.93,1,26,38,17,1,0,0,0,0,0,Intermediate,
14..28..9...4...7..861....2.9.8...........7..6..5.9......657.48...2....52........,1,25,41,14,0,0,0,2,1,6,Expert,
.5...8..3..7..1.....852.....3.....5..1..426..86..7..31....3......4.17........4.8.,1,25,40,13,1,0,0,0,3,2,Expert,
..4....5....298.1..6....2......1.346..........8.3.6..993..5...8.456.3........94..,1,26,37,18,1,1,1,0,0,0,Intermediate,
.........1..2.5.43..2.4...625..36..............3419...9......1..7465..9251....3..,1,27,46,7,4,0,2,0,1,0,Expert,
....7.8.5...........9.1....1..2.7..83.4.5..9..58..1.425.....32...38...........1..,1,24,42,15,0,0,0,0,0,0,Easy,
4.9..3....7..6.....2.98..7..........3..529..86827......5.6....9.6.....8...4.9...7,1,26,45,10,0,0,0,0,0,0,Easy,
..6.......5.91..8.2..68..7.9.......55......9...7.......6.2...1..1.79..28...86...3,1,25,36,20,0,0,0,0,0,0,Easy,
.......7......68.49..7..53.5.4...1.......148.....3..5.6.5....9.19....34.8...7.6.1,1,27,49,3,2,2,1,0,2,2,Expert,
.9....4.2...8......24......81...3.6.....8.5.9.49.6..1....3..18.1..5.......2....4.,1,24,40,16,0,3,6,1,1,0,Expert,
....7.9..5.......14......2.8.529..14.....186.........9..1....5.2..4....66.4...17.,1,25,51,5,0,0,0,0,0,0,Easy,
......7.27...38......4.5.....53.6.......8.5..2361..8...2...1...3......5.1..76..8.,1,25,45,11,1,0,0,0,0,0,Intermediate,
..4.19......25.3...3..4.2.7..3.76...6..4..93..529..7........52........4..1....6..,1,26,43,10,4,0,1,0,2,10,Expert,
..59...7............1.....68..39..5..3.6.51...7...8...12...36...6.1..2.7....2.93.,1,26,32,23,0,0,0,0,0,0,Easy,
39.1..7.8...8...........14.13..7.5..4...5..31..5..8.6....54.8......8...6.....9...,1,25,46,10,0,0,0,0,0,0,Easy,
...7....27..8..3.136..1..5...6..3..7.5.......4.7...268..........1..2..4...5...8..,1,24,54,3,0,0,0,0,0,0,Easy,
28...513......1.........54.9...7....75.8.4.1...8..23.9.4.....9....4..2.5.....3.8.,1,26,53,2,0,0,0,0,0,0,Easy,
...158.6..3.4...8.........9..4.....32....14..38...95.18....6......2.5.....6.3....,1,24,45,9,2,0,1,0,3,2,Expert,
..9......38.2.7...7.6..8.........16...2.13....6.9......3......8..78.6.53....5.29.,1,25,47,9,0,0,0,0,0,0,Easy,
93.1.6..2.17..4......57....1.3..7.2.5..4.......4..2.9..5..4....7....93....27....9,1,27,37,17,0,0,0,0,0,0,Easy,
.4........8..9.46.9..4.68...6821....4..9..2.7...5.46........72..9..8.5...12......,1,27,40,14,0,0,0,0,0,0,Easy,
...91...3..3.8745..47..3.........51..7........6......9..6.7...4..4...63..3..5..98,1,26,38,16,2,1,2,0,1,2,Expert,
..6..18...........93....26.....79..6...5.29...9.13....2....7....6....53..7.6.5.9.,1,25,39,15,3,0,0,0,2,4,Expert,
..5....3...6.3.4...1......51..6.............942...9.7..7...35...9...6.4.2...4.61.,1,24,38,18,3,0,1,1,1,2,Expert,
37.6...8..2.9.....5...3.97...8...5...9.3....11....5.9...6..........281.6.........,1,23,41,17,1,0,0,0,0,0,Intermediate,
.....6..5.6...4.8.5.3...7.......78...8..6.2..15........27.3.1.631..2......4......,1,24,44,13,0,0,0,0,0,0,Easy,
...1..8....4.......2....7.......5.7.41.2.85.33..7..18.8.9.4.....318.72...........,1,25,38,18,1,0,0,0,0,0,Intermediate,
.......3...86925.1..9.1.....2..8.9.6.3..5..48...4...........2..69...5..4....6.8..,1,25,45,11,1,0,0,0,0,0,Intermediate,
.......634.....2.1.3....4..6...3.94.......32......6..797..13.5.35.4...1..6.27....,1,27,45,8,1,0,0,0,1,2,Expert,
..6..1.733..2..69.29.....84..3..4.1.76...2....2..937...8..............4...4..98..,1,27,49,5,0,0,0,1,0,0,Intermediate,
9......2...........8.9..75..5....4...287..9.6..7....8...527.8....4.18.9....5.916.,1,27,37,14,2,1,2,0,3,6,Expert,
2..6....9......6....98..4216....2..........73.13....8..7849.1...21......4........,1,24,38,19,0,0,0,0,0,0,Easy,
7.....9.442.7..61...9....25....6.4..94..5.1..3.7..2...5.......9.63....7...1......,1,26,37,16,2,1,0,0,2,4,Expert,
5.6..49......7.......3....5...5.73....7..........96.1..4......19..12..6..13..97..,1,24,31,24,1,1,1,1,2,2,Expert,
.8...94....26...59......82..3.....1.........36......9..5..8.....984.23...1.356.8.,1,26,53,2,0,0,0,0,0,0,Easy,
.9.6.....2.7.....3.1.9..2.753..7....1.8........9..8...8....96.56.2...7.....2...3.,1,25,39,17,0,0,0,0,0,0,Easy,
...534..............5..2.3...3....972....9.8...1.8.34.8.2.4..7.59........14.289..,1,27,46,8,0,0,0,0,0,0,Easy,
...5.7.2..38.4.6.....3.......245.83.......5...5..8..173...7.....74..1....216.....,1,26,37,16,1,0,0,0,2,2,Expert,
.7.8.......8...4.92..496...3..27...1.6.........7..3..41......7.7421....8.....9...,1,25,45,11,0,0,0,0,0,0,Easy,
....68......4....958..7.6..7...5..1....724.6...6..92..29.1......18..6.....5.8....,1,26,40,14,0,0,0,2,1,0,Expert,
.....549.....2.6.7...17......5.9....46...2...71...4.58......786....4...22.......1,1,25,46,10,3,0,0,0,0,0,Intermediate,
1.5....7..9..4..3..43.16...9...75..........1..76....4..2..635..3..7........4..6..,1,25,36,20,0,0,0,0,0,0,Easy,
..6.9.7...3..4..95..9..362............7....5.5..321...7.........1..67...2...3...4,1,24,36,20,0,0,1,0,1,0,Expert,
.8..976.3.....5.1.3.....9.71..56.3...78.3.5..9.......6...72....5..186............,1,26,52,3,0,0,0,0,0,0,Easy,
.493.8.5.........6..89............12..2.3....1...8....93.6..8..4...5.3.1.81....64,1,26,55,0,0,0,0,0,0,0,Simple,
6.49.....95..41......2.5...27..1..6...8..21.....6.....1...2968..8..........57....,1,25,44,12,0,0,0,0,0,0,Easy,
6..1..2..3..57.6.8...6....19.....3..71........25.967......8...............8.1..72,1,24,41,16,0,0,0,0,0,0,Easy,
..586.73.....52.1.14.....26.......8....13.6..6..7...4...7.....5....78...8..62....,1,26,48,7,0,0,0,0,0,0,Easy,
.5..1.69.......3...........6985.......5.82..9.....3.....6....48.2.3.651..14..9..3,1,26,53,2,0,0,0,0,0,0,Easy,
7..145.......8.41.5...........5.2.....5.....7......6.2.1...8.4....49.....82.7...6,1,23,51,7,0,0,0,0,0,0,Easy,
...623.94..5......4....83..26.54..1..5......61...8........1..2..4193..5......4...,1,26,38,14,4,2,4,0,3,4,Expert,
..4.....37......2......9.56..362...4.5...739..7.9...123.....2...9......52.5....4.,1,26,54,1,0,0,0,0,0,0,Easy,
.....8....12936...9...1....8......31..3.45....698...2..4.2.9.165..3.....2....4...,1,27,50,4,0,0,0,0,0,0,Easy,
..8.63.5........9857..8......93.81.2.67.....5.3..2...7.9.5........7.......6.91...,1,26,38,15,2,0,1,0,2,4,Expert,
..6..3.9..8...13.4....9.6............3945.2.....1.6.5....58.9.1.......6....3..82.,1,25,49,7,1,0,0,0,0,0,Intermediate,
..7.9.1...52....9..9....78......4........1....4.5....29...2.65..6..7.2.95......4.,1,24,39,18,0,0,0,0,0,0,Easy,
..48..2......9.4......2..67..........2...97.36.....8.9..7....3.9....36...3..64.81,1,25,38,15,0,0,2,0,3,0,Expert,
.....78.69...46.......8...1...6987....8.........21....1......2...2.6.5.4.64.2.1.9,1,26,29,23,1,0,0,0,3,2,Expert,
12..6...9..3........973..6261.2...........137...8......3........9....82....5.6...,1,23,33,24,3,0,0,1,1,2,Expert,
24...3........6.1....9...4...78...93.2.....64.....2...6...8.9..1.32.......8.397.1,1,26,43,10,2,0,3,0,2,2,Expert,
...1.....2.6...5...1...86..4.1............4.23.5....1...254.7..7......5..83.27.6.,1,25,42,14,0,0,0,0,0,0,Easy,
.....654.4...8...76...7.9.1..7........45.....9.8.............96..54..8...9.8...2.,1,23,35,23,1,0,0,0,0,0,Intermediate,
..........7.439.6..8.1..4....82...1.12..9...7.9.7..6.4..79..1.2....4..7..4.....96,1,28,38,15,0,0,0,0,0,0,Easy,
.3561.7....69.....7..............9...9...4...51.......8.7..3.....9.5.4.1..18.96.7,1,25,40,16,0,0,0,0,0,0,Easy,
.......98......7...7...95.63...716497.89.......16.......5.....784....16.6.....985,1,28,35,18,0,0,0,0,0,0,Easy,
....7..93.........3.6...5.4...6......2....4.89..43..72..2.....6...8..3.7....258..,1,24,45,12,1,0,0,0,0,0,Intermediate,
6378....4.....3.2...8..17...6.......28.1.6.....9...13.....7...9..42.......23...7.,1,25,28,28,0,0,3,0,0,0,Intermediate,
.....5....8..7........61.7...9...3.......6..2..2783.1.7..2...9...5...7...6.31...8,1,24,46,11,0,0,0,0,0,0,Easy,
.472......8...1..9...6.7.........4.....5.6...15.4..8......9.14..2....9.78...6.2.5,1,25,45,11,0,0,0,0,0,0,Easy,
.....527..124..3.....1.3..5..63.15....374..69..9..6...........79.4......26.......,1,26,40,15,1,0,0,0,0,0,Intermediate,
.5....4.9...9..6..86......19.3.......7...3..6.1.8.4.....1.8....3....61..6..4.23.8,1,26,37,15,2,2,3,2,3,0,Expert,
........4.83....7.1.57..39.9....8....4.67.5...78.9..43.3.18.......9.38...........,1,26,28,26,0,0,1,2,1,0,Expert,
..4..217......4....9.7..6.58...6.....51......2.9..7.......1....1.59......475.89..,1,25,50,6,0,0,0,0,0,0,Easy,
....8.6..8.5.3..29..9..7.5.5.....9.....3...1.2.1.......37..529....9..7....6..23.8,1,27,43,11,0,0,0,0,0,0,Easy,
.65..1.278.1.6....2...5..3.47.6......2.5..4...8..7.......74...5....2..4.3..1.....,1,26,36,18,2,0,1,0,1,0,Expert,
.....384.....6.........8..5..4...567.....9....2.4.7.8.5.63.......2.8.3......2.7.9,1,24,45,12,0,0,0,0,0,0,Easy,
.54.8..........5......79............8.5.46.1..76...4..9.....8...8..12.974..7....2,1,24,43,12,2,0,1,0,2,0,Expert,
..2...7.4..5...86....8.....8..54....6..7....8.4....1.6..6..5...2.3....1.1.....2.7,1,24,26,30,0,0,1,1,1,18,Expert,
9..8..1......4...3..6.....4...29...6..36.......7.8..398.19..6...6..7..1..79......,1,25,43,11,2,1,2,2,2,10,Expert,
........747.3.15..2.5...613.6..2.75..2......81.7........1.......5.....3.....574.2,1,26,38,16,0,1,1,0,1,2,Expert,
....3.4.....7.8...39751........4.....3..8.1.45..2.9...7.94....8....21...82.......,1,25,56,0,0,0,0,0,0,0,Simple,
62......8...2..........1..38..5.47.64..12....53...62..3..7........6.8...7...3.815,1,27,51,3,0,0,0,0,0,0,Easy,
16..........1..764.....2....43........83..1.........7.9..683....3.4.7..9.......42,1,23,38,19,1,0,3,0,1,2,Expert,
.3..465....4..1.27.....74..263.1........651...9....2.............5..4.....65...79,1,25,40,16,0,0,0,0,0,0,Easy,
...6.9...7.12......9..8.4..9..3.27...34.7..9..8.................4.9.32.....468..3,1,25,40,14,1,0,3,0,2,4,Expert,
.......1.....95...8.5..2.7...1..6..55.7.8.32..3......8.5.2..9....31......9....6..,1,24,53,4,0,0,0,0,0,0,Easy,
.5....6..7....6.3..2..7.94...4...8......9..64......5.75.....3......6..2..824....9,1,24,41,16,0,0,0,0,0,0,Easy,
...185.9........73.2....1...45...3......9......3..28.5.8.7..9.........3.2.9..845.,1,25,30,24,3,0,4,2,2,4,Expert,
.27.......1.2...9.....48.5..8.1.25......7..8.4.....2.374.........3..9..41........,1,23,36,22,2,0,0,0,0,0,Intermediate,
16.2..........68.12.7.53...32.7.....74..65.....5.............1.5.....23.6...14.87,1,27,37,14,1,1,1,2,3,6,Expert,
....59..2..37.1........873.......31.89......6..6...9.7.79......2..6..1...85.1....,1,25,43,13,0,1,0,1,0,0,Intermediate,
....2..9...6...87.....39...4...8.6..9....5..87......3.6.2..4...34.2..5.....5....7,1,24,48,9,1,0,0,0,0,0,Intermediate,
..4.......1...5..8......1473..65.81......3...9....835.1....6.....3...4755..7...6.,1,26,31,24,2,0,0,0,0,0,Intermediate,
.39.85...1.576....4....3.6.......4....1.3..7.8.....39..9.....4.7...9.8.55....8...,1,26,34,21,1,0,1,0,0,0,Intermediate,
.67..4..59.25............2.........48....76..7..48...9...94...6.....3...5.427....,1,24,39,17,2,1,0,0,1,0,Expert,
...4.......16..74..37..1.........1......4..98...18..6.7.6...3.594...3.16........9,1,25,28,28,0,0,0,0,0,0,Easy,
...4........7.2..52.753.4..4....3.183.5......6...2.......3.1724.............57183,1,27,39,15,1,0,0,0,0,0,Intermediate,
......9.6..2..6....9..3782......1...8...5...226.....8.75.....3...6....57..3..81..,1,25,36,19,1,2,2,1,1,0,Expert,
.928.......7....2385............894...6....3...92....767.5.......376......83....5,1,25,44,10,2,2,6,0,2,22,Expert,
.....5.37..7.........17.2..35.8......8.7..56..4.......5..64.......5..8...1.2.34..,1,24,36,20,0,0,2,0,1,2,Expert,
...51.4....968...38.5..2...5.3.......1...9..44..1..........39..3..8......6..2.1..,1,24,40,14,1,0,0,2,3,2,Expert,
.....75.9..58.34...7.2...........89..........63..7.....67.....8.....9.3.2.9.4..56,1,24,39,18,0,0,0,0,0,0,Easy,
..6....9...8...5.2.......3..9...6..1.7..9..6....53.8..1...73.....9....7672.....1.,1,24,39,18,0,0,0,0,0,0,Easy,
....6.......2.4.1..6.7.1....5..78..6.4...5....17.32.8.53....8..7.....15.1....64.7,1,28,46,7,0,0,0,0,0,0,Easy,
...............426...6..5.8.264..9.15..1.3....9.26...5...8......63..4.82..8...349,1,28,47,6,0,0,0,0,0,0,Easy,
.....9...47.21.8..9.876....5...2.98.7..65..1.2....8.7........4....5..7.1...9....6,1,27,40,14,0,0,1,0,0,0,Intermediate,
..2......8.5....1.....3.......8..3.1721..6..8.3...2......1.958..8.6...9.9..7.5..6,1,26,38,16,1,0,0,0,1,6,Expert,
5.3......824...............9..6....3..8.57.4....4.92.....2...7...29.3..669..8.5..,1,25,50,6,0,0,0,0,0,0,Easy,
..9.36.7...687.5.....5....3.....87....3...46.1....9.8..7.........4...8...9.....31,1,24,52,4,0,0,1,0,1,2,Expert,
..5..3........16....4...9...57.1..4....5......937.4.5......6279..14.5.......2....,1,24,50,7,0,0,0,0,0,0,Easy,
..31....8......92...7...3...9...7...5.2.4......12..7..45..8.......5...7.....2.1.9,1,23,38,20,0,0,0,0,0,0,Easy,
.71.......6..5.4..3.5.4.81..8.5.16...9.8..7.1....6...4.1.3.7..............36.....,1,25,35,20,1,0,0,0,1,2,Expert,
.8..719....1.......92..57...5.1.98..2......4....34.2.......7.19.1.....8.9.....5.7,1,26,35,19,3,0,3,0,1,0,Expert,
.781..4.5...........13.....2.39.8....9...........13..45.2.4...8.178.........5.72.,1,25,43,13,0,0,0,0,0,0,Easy,
....5149........3..7..2...1.......2.7.593.....21.8.9.5.82..3.1..........5....47.2,1,26,37,16,0,0,4,0,2,0,Expert,
2......59...5....3.5431..781.37.........9..8.72.15.....7......1..89.4.....2......,1,26,40,15,0,0,0,0,0,0,Easy,
.6.9......3.....8.......65.8..7.94.1.154.........38.........1.3.78....4.1..39..7.,1,25,43,13,1,0,1,0,0,0,Intermediate,
.7...936..5....7..491...5....81...3...48.71.5....4..9....9.....5...1.9.......8...,1,25,45,10,1,0,0,0,1,0,Expert,
....4.......7.......6.52.9..129..5......1.....3.....4..24..1..93....6..5.7.2.913.,1,25,50,6,0,0,0,0,0,0,Easy,
1..5.9...4....8....87...6.5.7.....59..8.5.43.....1.8.....1.......43..96....6..1.8,1,26,45,10,0,0,0,0,0,0,Easy,
........1.485..9........4.3....4.53......3.18...2..7.....4.9...2..17...54.13.58.7,1,27,47,7,0,0,0,0,0,0,Easy,
3.1..6.....583...129...5..8...5.2.6...7.89.5........1.1......827..29.........8...,1,26,46,9,0,0,0,0,0,0,Easy,
.....52133..1..7.6..........92.634.....2.........54..7.21....6.43...2......391...,1,26,31,21,3,0,1,1,3,4,Expert,
